Code;Betekenis;;;;;;;;;;;;;
4649;Groothandel in overige consumentenartikelen (non-food);;;;;;;;;;;;;
46491;Groothandel in fietsen en bromfietsen;;;;;;;;;;;;;
46492;Groothandel in watersportartikelen;;;;;;;;;;;;;
46493;Groothandel in kampeerartikelen (geen caravans);;;;;;;;;;;;;
46494;Groothandel in speelgoed;;;;;;;;;;;;;
46495;Groothandel in muziekinstrumenten;;;;;;;;;;;;;
46496;Groothandel in sportartikelen (geen watersport);;;;;;;;;;;;;
46497;Groothandel in papier- en kartonwaren (geen verpakkingsmateriaal);;;;;;;;;;;;;
46498;Groothandel in boeken, tijdschriften en overig drukwerk;;;;;;;;;;;;;
46499;Groothandel in overige consumentenartikelen (rest, non-food);;;;;;;;;;;;;
;;;;;;;;;;;;;;
465;Groothandel in ICT-apparatuur;;;;;;;;;;;;;
4651;Groothandel in computers, randapparatuur en software;;;;;;;;;;;;;
4652;Groothandel in elektronische en telecommunicatieapparatuur en bijbehorende onderdelen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
466;Groothandel in machines, apparaten en toebehoren voor industrie en handel;;;;;;;;;;;;;
4661;Groothandel in landbouwmachines, werktuigen en tractoren;;;;;;;;;;;;;
4662;Groothandel in gereedschapswerktuigen;;;;;;;;;;;;;
4663;Groothandel in machines voor de bouw;;;;;;;;;;;;;
4664;Groothandel in machines voor de textielindustrie en in naai- en breimachines;;;;;;;;;;;;;
4665;Groothandel in bedrijfsmeubels;;;;;;;;;;;;;
4666;Groothandel in kantoormachines (geen computers);;;;;;;;;;;;;
4668;Groothandel in machines voor de grafische en voedings- en genotmiddelenindustrie ;;;;;;;;;;;;;
46681;Groothandel in machines voor de grafische industrie;;;;;;;;;;;;;
46682;Groothandel in machines voor de voedings- en genotmiddelenindustrie;;;;;;;;;;;;;
4669;Groothandel in overige machines, apparaten en toebehoren voor industrie en handel ;;;;;;;;;;;;;
46691;Groothandel in intern transportmaterieel;;;;;;;;;;;;;
46692;Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek;;;;;;;;;;;;;
46693;Groothandel in verbrandingsmotoren, pompen en compressoren;;;;;;;;;;;;;
46694;Groothandel in appendages, technische toebehoren ed;;;;;;;;;;;;;
46695;Groothandel in meet- en regelapparaten;;;;;;;;;;;;;
46696;Groothandel in emballage;;;;;;;;;;;;;
46697;Groothandel in scheepsbenodigdheden en visserij-artikelen;;;;;;;;;;;;;
46699;Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest);;;;;;;;;;;;;
;;;;;;;;;;;;;;
467;Overige gespecialiseerde groothandel;;;;;;;;;;;;;
4671;Groothandel in brandstoffen en overige minerale olieproducten;;;;;;;;;;;;;
46711;Groothandel in vaste brandstoffen ;;;;;;;;;;;;;
46712;Groothandel in vloeibare en gasvormige brandstoffen;;;;;;;;;;;;;
46713;Groothandel in minerale olieproducten (geen brandstoffen);;;;;;;;;;;;;
4672;Groothandel in metalen en metaalertsen;;;;;;;;;;;;;
46721;Groothandel in metaalertsen;;;;;;;;;;;;;
46722;Groothandel in ferrometalen en -halffabrikaten;;;;;;;;;;;;;
46723;Groothandel in non-ferrometalen en -halffabrikaten;;;;;;;;;;;;;
4673;Groothandel in hout, sanitair en overige bouwmaterialen;;;;;;;;;;;;;
46731;Groothandel in hout en plaatmateriaal;;;;;;;;;;;;;
46732;Groothandel in verf en verfwaren;;;;;;;;;;;;;
46733;Groothandel in behang;;;;;;;;;;;;;
46734;Groothandel in vlakglas;;;;;;;;;;;;;
46735;Groothandel in zand en grind;;;;;;;;;;;;;
46736;Groothandel in tegels en plavuizen;;;;;;;;;;;;;
46737;Groothandel in sanitaire artikelen en sanitair installatiemateriaal ;;;;;;;;;;;;;
46738;Groothandel gespecialiseerd in overige bouwmaterialen;;;;;;;;;;;;;
46739;Groothandel in bouwmaterialen algemeen assortiment ;;;;;;;;;;;;;
4674;Groothandel in ijzer- en metaalwaren en verwarmingsapparaten;;;;;;;;;;;;;
46741;Groothandel in ijzer- en metaalwaren;;;;;;;;;;;;;
46742;Groothandel in verwarmingsapparaten;;;;;;;;;;;;;
4675;Groothandel in chemische producten;;;;;;;;;;;;;
46751;Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing;;;;;;;;;;;;;
46752;Groothandel in bestrijdingsmiddelen en meststoffen;;;;;;;;;;;;;
4676;Groothandel in overige intermediaire producten;;;;;;;;;;;;;
46761;Groothandel in textielgrondstoffen en -halffabrikaten;;;;;;;;;;;;;
46762;Groothandel in papier en karton;;;;;;;;;;;;;
46769;Groothandel in overige intermediaire producten (rest);;;;;;;;;;;;;
4677;Groothandel in afval en schroot;;;;;;;;;;;;;
46771;Groothandel in autosloopmateriaal;;;;;;;;;;;;;
46772;Groothandel in ijzer- en staalschroot en oude non-ferrometalen;;;;;;;;;;;;;
46779;Groothandel in overige oude materialen en afvalstoffen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
469;Niet-gespecialiseerde groothandel;;;;;;;;;;;;;
4690;Niet-gespecialiseerde groothandel;;;;;;;;;;;;;
46901;Niet-gespecialiseerde groothandel in consumentenartikelen;;;;;;;;;;;;;
46902;Niet-gespecialiseerde groothandel in niet-consumentenartikelen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
47;Detailhandel (niet in auto's);;;;;;;;;;;;;
;;;;;;;;;;;;;;
471;Supermarkten, warenhuizen en dergelijke winkels met een algemeen assortiment;;;;;;;;;;;;;
4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;;;;;;;;;;;;;
4719;Warenhuizen en dergelijke winkels met een algemeen assortiment non-food;;;;;;;;;;;;;
47191;Warenhuizen;;;;;;;;;;;;;
47192;Winkels met een algemeen assortiment non-food (geen warenhuizen);;;;;;;;;;;;;
;;;;;;;;;;;;;;
472;Gespecialiseerde winkels in voedings- en genotmiddelen ;;;;;;;;;;;;;
4721;Winkels in aardappelen, groenten en fruit ;;;;;;;;;;;;;
4722;Winkels in vlees en vleeswaren, wild en gevogelte ;;;;;;;;;;;;;
47221;Winkels in vlees en vleeswaren;;;;;;;;;;;;;
47222;Winkels in wild en gevogelte;;;;;;;;;;;;;
4723;Winkels in vis;;;;;;;;;;;;;
4724;Winkels in brood, banket, chocolade en suikerwerk ;;;;;;;;;;;;;
47241;Winkels in brood en banket;;;;;;;;;;;;;
47242;Winkels in chocolade en suikerwerk;;;;;;;;;;;;;
4725;Winkels in dranken;;;;;;;;;;;;;
4726;Winkels in tabaksproducten;;;;;;;;;;;;;
4729;Gespecialiseerde winkels in overige voedings- en genotmiddelen ;;;;;;;;;;;;;
47291;Winkels in kaas;;;;;;;;;;;;;
47292;Winkels in natuurvoeding en reformartikelen;;;;;;;;;;;;;
47293;Winkels in buitenlandse voedingsmiddelen;;;;;;;;;;;;;
47299;Gespecialiseerde winkels in overige voedings- en genotmiddelen (rest);;;;;;;;;;;;;
;;;;;;;;;;;;;;
473;Benzinestations;;;;;;;;;;;;;
4730;Benzinestations;;;;;;;;;;;;;
;;;;;;;;;;;;;;
474;Winkels in consumentenelektronica;;;;;;;;;;;;;
4741;Winkels in computers, randapparatuur en software;;;;;;;;;;;;;
4742;Winkels in telecommunicatieapparatuur ;;;;;;;;;;;;;
4743;Winkels in audio- en videoapparatuur of in een algemeen assortiment van wit- en  bruingoed;;;;;;;;;;;;;
47431;Winkels in audio- en videoapparatuur;;;;;;;;;;;;;
47432;Winkels in een algemeen assortiment van wit- en bruingoed ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
475;Winkels in overige huishoudelijke artikelen;;;;;;;;;;;;;
4751;Winkels in kledingstoffen, huishoudtextiel en fournituren ;;;;;;;;;;;;;
47511;Winkels in kledingstoffen;;;;;;;;;;;;;
47512;Winkels in  huishoudtextiel;;;;;;;;;;;;;
47513;Winkels in breiwol, handwerken en fournituren;;;;;;;;;;;;;
4752;Winkels in doe-het-zelfartikelen;;;;;;;;;;;;;
47521;Winkels in ijzerwaren en gereedschappen;;;;;;;;;;;;;
47522;Winkels in verf, verfwaren en behang;;;;;;;;;;;;;
47523;Winkels in houten bouw- en tuinmaterialen;;;;;;;;;;;;;
47524;Winkels in tegels;;;;;;;;;;;;;
47525;Winkels in keukens;;;;;;;;;;;;;
47526;Winkels in parket-, laminaat- en kurkvloeren;;;;;;;;;;;;;
47527;Winkels gespecialiseerd in overige doe-het-zelfartikelen;;;;;;;;;;;;;
47528;Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment;;;;;;;;;;;;;
4753;Winkels in vloerbedekking en gordijnen ;;;;;;;;;;;;;
4754;Winkels in elektrische huishoudelijke apparatuur en onderdelen daarvoor;;;;;;;;;;;;;
47541;Winkels in witgoed;;;;;;;;;;;;;
47542;Winkels in naai- en breimachines;;;;;;;;;;;;;
47543;Winkels in overige elektrische huishoudelijke apparatuur;;;;;;;;;;;;;
47544;Winkels in onderdelen voor elektrische huishoudelijke apparatuur;;;;;;;;;;;;;
4759;Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest);;;;;;;;;;;;;
47591;Winkels in meubels;;;;;;;;;;;;;
47592;Winkels in verlichtingsartikelen;;;;;;;;;;;;;
47593;Winkels in artikelen voor woninginrichting algemeen assortiment;;;;;;;;;;;;;
47594;Winkels in muziekinstrumenten;;;;;;;;;;;;;
47595;Winkels in glas-, porselein- en aardewerk;;;;;;;;;;;;;
47596;Winkels gespecialiseerd in overige huishoudelijke artikelen (rest);;;;;;;;;;;;;
47597;Winkels in huishoudelijke artikelen algemeen assortiment;;;;;;;;;;;;;
;;;;;;;;;;;;;;
476;Winkels in lectuur, sport-, kampeer- en recreatieartikelen;;;;;;;;;;;;;
4761;Winkels in boeken ;;;;;;;;;;;;;
4762;Winkels in kranten, tijdschriften en kantoorbehoeften ;;;;;;;;;;;;;
4763;Winkels in audio- en video-opnamen;;;;;;;;;;;;;
4764;Winkels in fietsen en bromfietsen, sport- en kampeerartikelen en boten ;;;;;;;;;;;;;
47641;Winkels in fietsen en bromfietsen;;;;;;;;;;;;;
47642;Winkels in watersportartikelen;;;;;;;;;;;;;
47643;Winkels in sportartikelen (geen watersport);;;;;;;;;;;;;
47644;Winkels in kampeerartikelen (geen caravans);;;;;;;;;;;;;
4765;Winkels in speelgoed;;;;;;;;;;;;;
;;;;;;;;;;;;;;
477;Winkels in overige artikelen;;;;;;;;;;;;;
4771;Winkels in kleding en modeartikelen: textielsupermarkten;;;;;;;;;;;;;
47711;Winkels in herenkleding ;;;;;;;;;;;;;
47712;Winkels in dameskleding ;;;;;;;;;;;;;
47713;Winkels in bovenkleding en modeartikelen (algemeen assortiment) ;;;;;;;;;;;;;
47714;Winkels in baby- en kinderkleding;;;;;;;;;;;;;
47715;Winkels in babyartikelen algemeen assortiment;;;;;;;;;;;;;
47716;Winkels in onderkleding, foundations ed;;;;;;;;;;;;;
47717;Winkels in modeartikelen;;;;;;;;;;;;;
47718;Textielsupermarkten;;;;;;;;;;;;;
4772;Winkels in schoenen en lederwaren ;;;;;;;;;;;;;
47721;Winkels in schoenen;;;;;;;;;;;;;
47722;Winkels in lederwaren en reisartikelen;;;;;;;;;;;;;
4773;Apotheken;;;;;;;;;;;;;
4774;Winkels in drogisterij-, medische en orthopedische artikelen;;;;;;;;;;;;;
47741;Winkels in drogisterij-artikelen ;;;;;;;;;;;;;
47742;Winkels in medische en orthopedische artikelen;;;;;;;;;;;;;
4775;Winkels in parfums en cosmetica;;;;;;;;;;;;;
4776;Winkels in bloemen, planten, zaden, tuinbenodigdheden, huisdieren en dierbenodigdheden ;;;;;;;;;;;;;
47761;Winkels in bloemen en planten, zaden en tuinbenodigdheden;;;;;;;;;;;;;
47762;Tuincentra;;;;;;;;;;;;;
47763;Winkels in dieren, dierbenodigdheden en hengelsportartikelen;;;;;;;;;;;;;
4777;Winkels in juweliersartikelen en uurwerken ;;;;;;;;;;;;;
4778;Winkels in overige artikelen (rest);;;;;;;;;;;;;
47781;Winkels in fotografische artikelen;;;;;;;;;;;;;
47782;Winkels in optische artikelen;;;;;;;;;;;;;
47783;Winkels in schilderijen, lijsten, prenten, kunstvoorwerpen en religieuze artikelen;;;;;;;;;;;;;
47789;Winkels gespecialiseerd in overige artikelen (rest);;;;;;;;;;;;;
4779;Winkels in antiek en tweedehands goederen ;;;;;;;;;;;;;
47791;Winkels in antiek;;;;;;;;;;;;;
47792;Winkels in tweedehands kleding;;;;;;;;;;;;;
47793;Winkels in tweedehands goederen (geen kleding);;;;;;;;;;;;;
;;;;;;;;;;;;;;
478;Markthandel;;;;;;;;;;;;;
4781;Markthandel in voedings- en genotmiddelen;;;;;;;;;;;;;
47811;Markthandel in aardappelen, groenten en fruit;;;;;;;;;;;;;
47819;Markthandel in overige voedings- en genotmiddelen;;;;;;;;;;;;;
4782;Markthandel in textiel, kleding en schoenen;;;;;;;;;;;;;
4789;Markthandel in non-food artikelen (geen textiel, kleding en schoenen);;;;;;;;;;;;;
47891;Markthandel in bloemen, planten, zaden en tuinbenodigdheden;;;;;;;;;;;;;
47892;Markthandel in tweedehands goederen;;;;;;;;;;;;;
47899;Markthandel in overige goederen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
479;Detailhandel niet via winkel of markt;;;;;;;;;;;;;
4791;Detailhandel via internet;;;;;;;;;;;;;
47911;Detailhandel via internet in voedingsmiddelen en drogisterijwaren ;;;;;;;;;;;;;
47912;Detailhandel via internet in consumentenelektronica ;;;;;;;;;;;;;
47913;Detailhandel via internet in boeken, tijdschriften, cd's, dvd’s ;;;;;;;;;;;;;
47914;Detailhandel via internet in kleding en mode-artikelen;;;;;;;;;;;;;
47915;Detailhandel via internet in huis- en tuinartikelen;;;;;;;;;;;;;
47916;Detailhandel via internet in vrijetijdsartikelen;;;;;;;;;;;;;
47918;Detailhandel via internet in overige non-food;;;;;;;;;;;;;
47919;Detailhandel via internet in een algemeen assortiment non-food;;;;;;;;;;;;;
4799;Colportage, straathandel en detailhandel via overige distributievormen;;;;;;;;;;;;;
47991;Colportage;;;;;;;;;;;;;
47992;Straathandel;;;;;;;;;;;;;
47999;Detailhandel via overige distributievormen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
H;Vervoer en opslag ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
49;Vervoer over land;;;;;;;;;;;;;
;;;;;;;;;;;;;;
491;Personenvervoer per spoor (geen tram of metro);;;;;;;;;;;;;
4910;Personenvervoer per spoor (geen tram of metro);;;;;;;;;;;;;
;;;;;;;;;;;;;;
492;Goederenvervoer per spoor;;;;;;;;;;;;;
4920;Goederenvervoer per spoor;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
493;Personenvervoer over de weg;;;;;;;;;;;;;
4931;Openbaar vervoer binnen steden;;;;;;;;;;;;;
4932;Vervoer per taxi;;;;;;;;;;;;;
4939;Vervoer per bus, tram en metro (geen stadsvervoer);;;;;;;;;;;;;
49391;Ongeregeld besloten busvervoer;;;;;;;;;;;;;
49392;Streekvervoer per bus, tram en metro;;;;;;;;;;;;;
49393;Geregeld besloten busvervoer;;;;;;;;;;;;;
;;;;;;;;;;;;;;
494;Goederenvervoer over de weg;;;;;;;;;;;;;
4941;Goederenvervoer over de weg (geen verhuizingen);;;;;;;;;;;;;
4942;Verhuisvervoer;;;;;;;;;;;;;
;;;;;;;;;;;;;;
495;Transport via pijpleidingen;;;;;;;;;;;;;
4950;Transport via pijpleidingen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
50;Vervoer over water;;;;;;;;;;;;;
;;;;;;;;;;;;;;
501;Zee- en kustvaart (passagiersvaart en veerdiensten);;;;;;;;;;;;;
5010;Zee- en kustvaart (passagiersvaart en veerdiensten);;;;;;;;;;;;;
;;;;;;;;;;;;;;
502;Zee- en kustvaart (vracht-, tank- en sleepvaart);;;;;;;;;;;;;
5020;Zee- en kustvaart (vracht-, tank- en sleepvaart);;;;;;;;;;;;;
50201;Zee- en kustvaart (vracht- en tankvaart: geen sleepvaart);;;;;;;;;;;;;
50202;Zee- en kustsleepvaart ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
503;Binnenvaart (passagiersvaart en veerdiensten);;;;;;;;;;;;;
5030;Binnenvaart (passagiersvaart en veerdiensten);;;;;;;;;;;;;
;;;;;;;;;;;;;;
504;Binnenvaart (vracht-, tank- en sleepvaart);;;;;;;;;;;;;
5040;Binnenvaart (vracht-, tank- en sleepvaart);;;;;;;;;;;;;
50401;Binnenvaart (vrachtvaart);;;;;;;;;;;;;
50402;Binnenvaart (tankvaart) ;;;;;;;;;;;;;
50403;Binnenvaart (sleep- en duwvaart);;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
51;Luchtvaart;;;;;;;;;;;;;
;;;;;;;;;;;;;;
511;Personenvervoer door de lucht;;;;;;;;;;;;;
5110;Personenvervoer door de lucht;;;;;;;;;;;;;
;;;;;;;;;;;;;;
512;Goederenvervoer door de lucht;;;;;;;;;;;;;
5121;Goederenvervoer door de lucht;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
52;Opslag en dienstverlening voor vervoer;;;;;;;;;;;;;
;;;;;;;;;;;;;;
521;Opslag;;;;;;;;;;;;;
5210;Opslag;;;;;;;;;;;;;
52101;Opslag in tanks;;;;;;;;;;;;;
52102;Opslag in koelhuizen ed;;;;;;;;;;;;;
52109;Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen ed);;;;;;;;;;;;;
;;;;;;;;;;;;;;
522;Dienstverlening voor vervoer;;;;;;;;;;;;;
5221;Dienstverlening voor vervoer over land;;;;;;;;;;;;;
5222;Dienstverlening voor vervoer over water;;;;;;;;;;;;;
5223;Dienstverlening voor de luchtvaart;;;;;;;;;;;;;
5224;Laad-, los- en overslagactiviteiten ;;;;;;;;;;;;;
52241;Laad-, los- en overslagactiviteiten voor zeevaart;;;;;;;;;;;;;
52242;Laad-, los- en overslagactiviteiten niet voor zeevaart;;;;;;;;;;;;;
5229;Expediteurs, cargadoors en bevrachters: weging en meting;;;;;;;;;;;;;
52291;Expediteurs, cargadoors, bevrachters en andere tussenpersonen in het goederenvervoer;;;;;;;;;;;;;
52292;Weging en meting;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
53;Post en koeriers;;;;;;;;;;;;;
;;;;;;;;;;;;;;
531;Nationale post met universele dienstverplichting;;;;;;;;;;;;;
5310;Nationale post met universele dienstverplichting ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
532;Post zonder universele dienstverplichting en koeriers;;;;;;;;;;;;;
5320;Post zonder universele dienstverplichting en koeriers ;;;;;;;;;;;;;
53201;Post zonder universele dienstverplichting ;;;;;;;;;;;;;
53202;Koeriers;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
I ;Logies-, maaltijd- en drankverstrekking ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
55;Logiesverstrekking;;;;;;;;;;;;;
;;;;;;;;;;;;;;
551;Hotels ed;;;;;;;;;;;;;
5510;Hotels ed;;;;;;;;;;;;;
55101;Hotel-restaurants;;;;;;;;;;;;;
55102;Hotels (geen hotel-restaurants), pensions en conferentieoorden;;;;;;;;;;;;;
;;;;;;;;;;;;;;
552;Verhuur van vakantiehuisjes en appartementen: jeugdherbergen en vakantiekampen ;;;;;;;;;;;;;
5520;Verhuur van vakantiehuisjes en appartementen: jeugdherbergen en vakantiekampen ;;;;;;;;;;;;;
55201;Verhuur van vakantiehuisjes en appartementen;;;;;;;;;;;;;
55202;Jeugdherbergen , vakantiekampen, groepsaccommodaties;;;;;;;;;;;;;
;;;;;;;;;;;;;;
553;Kampeerterreinen;;;;;;;;;;;;;
5530;Kampeerterreinen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
559;Overige logiesverstrekking;;;;;;;;;;;;;
5590;Overige logiesverstrekking;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
56;Eet- en drinkgelegenheden;;;;;;;;;;;;;
;;;;;;;;;;;;;;
561;Restaurants, cafetaria’s ed;;;;;;;;;;;;;
5610;Restaurants, cafetaria’s ed en ijssalons ;;;;;;;;;;;;;
56101;Restaurants;;;;;;;;;;;;;
56102;Fastfoodrestaurants, cafetaria's,  ijssalons, eetkramen ed  ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
562;Kantines en catering;;;;;;;;;;;;;
5621;Eventcatering;;;;;;;;;;;;;
5629;Kantines en contractcatering ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
563;Cafés;;;;;;;;;;;;;
5630;Cafés;;;;;;;;;;;;;
 J ;Informatie en communicatie;;;;;;;;;;;;;
  ;;;;;;;;;;;;;;
58;Uitgeverijen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
581;Uitgeverijen van boeken, tijdschriften ed: databanken;;;;;;;;;;;;;
5811;Uitgeverijen van boeken en databanken;;;;;;;;;;;;;
5812      Databanken;;;;;;;;;;;;;;
5813;Uitgeverijen van kranten;;;;;;;;;;;;;
5814;Uitgeverijen van tijdschriften;;;;;;;;;;;;;
5819;Overige uitgeverijen (niet van software);;;;;;;;;;;;;
;;;;;;;;;;;;;;
582;Uitgeverijen van software;;;;;;;;;;;;;
5821;Uitgeverijen van computerspellen;;;;;;;;;;;;;
5829;Overige uitgeverijen van software;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
59;Productie en distributie van films en televisieprogramma´s: maken en uitgeven van geluidsopnamen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
591;Productie en distributie van films en televisieprogramma's;;;;;;;;;;;;;
5911;Productie van films en televisieprogramma's;;;;;;;;;;;;;
59111;Productie van films (geen televisiefilms);;;;;;;;;;;;;
59112;Productie van televisieprogramma’s;;;;;;;;;;;;;
5912;Facilitaire activiteiten voor film- en televisieproductie;;;;;;;;;;;;;
5913;Distributie van films en televisieproducties;;;;;;;;;;;;;
5914;Bioscopen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
592;Maken en uitgeven van geluidsopnamen ;;;;;;;;;;;;;
5920;Maken en uitgeven van geluidsopnamen ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
60;Verzorgen en uitzenden van radio- en televisieprogramma's;;;;;;;;;;;;;
;;;;;;;;;;;;;;
601;Radio-omroepen;;;;;;;;;;;;;
6010;Radio-omroepen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
602;Televisieomroepen;;;;;;;;;;;;;
6020;Televisieomroepen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
61;Telecommunicatie;;;;;;;;;;;;;
;;;;;;;;;;;;;;
611;Draadgebonden telecommunicatie;;;;;;;;;;;;;
6110;Draadgebonden telecommunicatie;;;;;;;;;;;;;
;;;;;;;;;;;;;;
612;Draadloze telecommunicatie;;;;;;;;;;;;;
6120;Draadloze telecommunicatie;;;;;;;;;;;;;
;;;;;;;;;;;;;;
613;Telecommunicatie via satelliet;;;;;;;;;;;;;
6130;Telecommunicatie via satelliet;;;;;;;;;;;;;
;;;;;;;;;;;;;;
619;Overige telecommunicatie;;;;;;;;;;;;;
6190;Overige telecommunicatie;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
62;Dienstverlenende activiteiten op het gebied van informatietechnologie;;;;;;;;;;;;;
;;;;;;;;;;;;;;
620;Dienstverlenende activiteiten op het gebied van informatietechnologie;;;;;;;;;;;;;
6201;Ontwikkelen, produceren en uitgeven van software;;;;;;;;;;;;;
6202;Advisering en ondersteuning op het gebied van informatietechnologie;;;;;;;;;;;;;
6203;Beheer van computerfaciliteiten;;;;;;;;;;;;;
6209;Overige dienstverlenende activiteiten op het gebied van informatietechnologie;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
63;Dienstverlenende activiteiten op het gebied van informatie;;;;;;;;;;;;;
;;;;;;;;;;;;;;
631;Gegevensverwerking, webhosting en aanverwante activiteiten: webportals;;;;;;;;;;;;;
6311;Gegevensverwerking, webhosting en aanverwante activiteiten;;;;;;;;;;;;;
6312;Webportals;;;;;;;;;;;;;
;;;;;;;;;;;;;;
639;Overige dienstverlenende activiteiten op het gebied van informatie;;;;;;;;;;;;;
6391;Persagentschappen;;;;;;;;;;;;;
6399;Overige dienstverlenende activiteiten op het gebied van informatie (rest);;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
 K;Financiële instellingen ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
64;Financiële instellingen (geen verzekeringen en pensioenfondsen);;;;;;;;;;;;;
;;;;;;;;;;;;;;
641;Geldscheppende financiële instellingen;;;;;;;;;;;;;
6411;Centrale banken;;;;;;;;;;;;;
6419;Overige geldscheppende financiële instellingen;;;;;;;;;;;;;
64191;Coöperatief georganiseerde banken;;;;;;;;;;;;;
64192;Effectenkredietinstellingen;;;;;;;;;;;;;
64193;Spaarbanken;;;;;;;;;;;;;
64194;Algemene banken;;;;;;;;;;;;;
;;;;;;;;;;;;;;
642;Financiële holdings;;;;;;;;;;;;;
6420;Financiële holdings;;;;;;;;;;;;;
;;;;;;;;;;;;;;
643;Beleggingsinstellingen;;;;;;;;;;;;;
6430;Beleggingsinstellingen;;;;;;;;;;;;;
64301;Beleggingsinstellingen in financiële activa;;;;;;;;;;;;;
64302;Beleggingsinstellingen in vaste activa;;;;;;;;;;;;;
64303;Beleggingsinstellingen met beperkte toetreding;;;;;;;;;;;;;
;;;;;;;;;;;;;;
649;Kredietverstrekking en overige financiële intermediatie;;;;;;;;;;;;;
6491;Financiële lease;;;;;;;;;;;;;
6492;Overige kredietverstrekking;;;;;;;;;;;;;
64921;Hypotheekbanken en bouwfondsen;;;;;;;;;;;;;
64922;Volkskredietbanken en commerciële financieringsmaatschappijen;;;;;;;;;;;;;
64923;Participatiemaatschappijen;;;;;;;;;;;;;
64924;Wisselmakelaars en overige kredietverstrekking;;;;;;;;;;;;;
6499;Overige financiële intermediatie;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
65;Verzekeringen en pensioenfondsen (geen verplichte sociale verzekeringen);;;;;;;;;;;;;
;;;;;;;;;;;;;;
651;Verzekeringen (geen herverzekering);;;;;;;;;;;;;
6511;Levensverzekeringen (geen herverzekering), naturaverzekeringen en spaarkassen;;;;;;;;;;;;;
65111;Levensverzekeringen (geen herverzekering) ;;;;;;;;;;;;;
65112;Naturaverzekeringen ;;;;;;;;;;;;;
65113;Spaarkassen;;;;;;;;;;;;;
6512;Schadeverzekeringen (geen herverzekering);;;;;;;;;;;;;
65121;Schadeverzekeringen, exclusief zorgverzekeringen;;;;;;;;;;;;;
65122;Zorgverzekeringen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
652;Herverzekering;;;;;;;;;;;;;
6520;Herverzekering;;;;;;;;;;;;;
;;;;;;;;;;;;;;
653;Pensioenfondsen;;;;;;;;;;;;;
6530;Pensioenfondsen;;;;;;;;;;;;;
65301;Bedrijfstakpensioenfondsen;;;;;;;;;;;;;
65302;Ondernemingspensioenfondsen en -spaarfondsen;;;;;;;;;;;;;
65303;Beroepspensioenfondsen;;;;;;;;;;;;;
65309;Overige pensioenfondsen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
66;Overige financiële dienstverlening;;;;;;;;;;;;;
;;;;;;;;;;;;;;
661;Financiële bemiddeling, advisering ed (niet voor verzekeringen en pensioenfondsen);;;;;;;;;;;;;
6611;Beheer van financiële markten;;;;;;;;;;;;;
6612;Commissionairs en makelaars in effecten, beleggingsadviseurs ed;;;;;;;;;;;;;
